ID_CORRELATIVO,CODMES,FLG_BANCARIZADO,RANG_INGRESO,FLAG_LIMA_PROVINCIA,EDAD,ANTIGUEDAD,ATTRITION,RANG_SDO_PASIVO_MENOS0,SDO_ACTIVO_MENOS0,SDO_ACTIVO_MENOS1,SDO_ACTIVO_MENOS2,SDO_ACTIVO_MENOS3,SDO_ACTIVO_MENOS4,SDO_ACTIVO_MENOS5,FLG_SEGURO_MENOS0,FLG_SEGURO_MENOS1,FLG_SEGURO_MENOS2,FLG_SEGURO_MENOS3,FLG_SEGURO_MENOS4,FLG_SEGURO_MENOS5,RANG_NRO_PRODUCTOS_MENOS0,FLG_NOMINA,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL1_MENOS1,NRO_ACCES_CANAL1_MENOS2,NRO_ACCES_CANAL1_MENOS3,NRO_ACCES_CANAL1_MENOS4,NRO_ACCES_CANAL1_MENOS5,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL2_MENOS1,NRO_ACCES_CANAL2_MENOS2,NRO_ACCES_CANAL2_MENOS3,NRO_ACCES_CANAL2_MENOS4,NRO_ACCES_CANAL2_MENOS5,NRO_ACCES_CANAL3_MENOS0,NRO_ACCES_CANAL3_MENOS1,NRO_ACCES_CANAL3_MENOS2,NRO_ACCES_CANAL3_MENOS3,NRO_ACCES_CANAL3_MENOS4,NRO_ACCES_CANAL3_MENOS5,NRO_ENTID_SSFF_MENOS0,NRO_ENTID_SSFF_MENOS1,NRO_ENTID_SSFF_MENOS2,NRO_ENTID_SSFF_MENOS3,NRO_ENTID_SSFF_MENOS4,NRO_ENTID_SSFF_MENOS5,FLG_SDO_OTSSFF_MENOS0,FLG_SDO_OTSSFF_MENOS1,FLG_SDO_OTSSFF_MENOS2,FLG_SDO_OTSSFF_MENOS3,FLG_SDO_OTSSFF_MENOS4,FLG_SDO_OTSSFF_MENOS5
17098,201208,1,Rang_ingreso_07,Lima,36.0,0.0,0,Cero,71260,28550,29010,17780,0,0,1,1,1,1,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,5,5,1,1,1,1,1,1
6284,201208,1,Rang_ingreso_01,Provincia,31.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
92329,201208,0,Rang_ingreso_02,Provincia,23.0,0.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,2,3,1,0,0,0,0,0,0,0,0,0,2,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77864,201208,1,Rang_ingreso_03,Lima,39.0,0.0,0,Rango_SDO_06,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
20432,201208,0,,Lima,26.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56101,201208,1,Rang_ingreso_06,Lima,32.0,4.0,0,Rango_SDO_06,199670,200820,201960,203120,204190,205280,0,0,0,0,0,0,Rango_03,1,6,8,14,11,11,10,0,0,0,0,0,0,9,18,11,18,10,19,1,1,1,2,2,2,1,1,1,1,1,1
28672,201208,0,,Provincia,55.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66452,201208,1,Rang_ingreso_01,Lima,66.0,7.0,0,Rango_SDO_06,11400,11840,12290,12700,13130,13580,1,1,1,1,1,1,Rango_05,0,0,1,1,0,1,4,0,2,4,0,1,6,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
30264,201208,1,Rang_ingreso_02,Provincia,24.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,0,0,0,0,Rango_03,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,2,2,2,2,2,1,1,1,1,1,1
45336,201208,1,Rang_ingreso_05,Lima,31.0,10.0,0,Rango_SDO_07,0,0,0,0,0,350,1,1,1,1,1,1,Rango_02,0,3,0,1,2,5,3,14,13,12,14,7,11,14,19,14,35,16,20,4,4,4,4,4,4,1,1,1,1,1,1
26829,201208,1,Rang_ingreso_04,,,0.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,10,19,18,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0
78394,201208,1,Rang_ingreso_05,Provincia,25.0,0.0,0,Cero,0,0,0,0,0,0,1,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,4,4,4,1,1,1,1,1,1
95918,201208,1,Rang_ingreso_03,Lima,26.0,0.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,4,0,2,0,0,0,0,0,0,0,0,1,3,0,0,4,0,3,3,3,3,3,2,1,1,1,1,1,1
36569,201208,1,Rang_ingreso_01,Provincia,35.0,1.0,0,Cero,12000,12570,12980,13250,13670,14020,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
69897,201208,0,,Lima,26.0,0.0,1,Rango_SDO_01,0,0,0,0,0,0,1,1,0,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14005,201208,1,Rang_ingreso_03,Lima,26.0,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,1,0,0,0,0,0,4,1,0,0,0,0,11,8,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94636,201208,1,Rang_ingreso_06,Lima,25.0,6.0,0,Rango_SDO_03,770,2230,4250,2600,1800,2640,1,1,1,1,1,1,Rango_03,1,6,5,1,2,3,4,1,0,0,2,0,1,10,13,4,9,6,5,5,5,5,5,4,4,0,0,0,0,0,0
52542,201208,1,Rang_ingreso_01,Lima,41.0,5.0,0,Rango_SDO_06,0,0,0,0,0,0,0,0,0,0,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,12,15,7,14,13,15,2,2,2,2,2,2,0,1,1,1,0,1
18899,201208,1,Rang_ingreso_05,Lima,39.0,5.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,0,0,0,0,0,6,5,0,0,0,0,21,12,29,19,15,25,0,0,0,0,0,0,0,0,0,0,0,0
2229,201208,1,Rang_ingreso_03,Provincia,38.0,5.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,1,1,1,1,1,1
28126,201208,0,Rang_ingreso_05,Provincia,28.0,0.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,5,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79882,201208,1,,Provincia,36.0,0.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,201208,1,Rang_ingreso_03,Lima,63.0,0.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
56616,201208,1,Rang_ingreso_03,Provincia,29.0,4.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,4,4,4,5,5,1,1,1,1,1,1
75304,201208,1,Rang_ingreso_02,Lima,27.0,2.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,1,0,1,6,6,7,10,8,5,1,4,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0
85783,201208,0,,Provincia,43.0,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9025,201208,1,Rang_ingreso_02,Lima,41.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,1,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,4,4,4,3,3,3,1,1,1,1,1,1
61082,201208,0,,Provincia,37.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4467,201208,1,Rang_ingreso_02,Provincia,32.0,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,1,1,0,0,0,1,5,5,0,0,0,3,4,12,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
31261,201208,0,Rang_ingreso_01,Lima,22.0,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,6,10,0,0,0,0,1,1,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57648,201208,0,Rang_ingreso_04,Provincia,28.0,,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12592,201208,1,Rang_ingreso_03,Lima,66.0,0.0,0,Rango_SDO_12,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,1,1,1,1
19592,201208,1,Rang_ingreso_02,Lima,32.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,0,0,0,2,2,1,1,1,1,1,1,0,0,0,0
7371,201208,1,Rang_ingreso_03,Provincia,28.0,0.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
6216,201208,0,Rang_ingreso_02,Provincia,,0.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80644,201208,1,Rang_ingreso_01,Lima,34.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
59149,201208,1,,,,0.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0
34884,201208,1,Rang_ingreso_05,Lima,30.0,9.0,0,Rango_SDO_08,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,0,0,0,1,1,3,2,7,8,7,7,3,1,3,4,2,6,3,5,5,5,5,5,5,1,1,1,1,1,1
32970,201208,1,Rang_ingreso_03,Lima,33.0,0.0,0,Rango_SDO_01,10100,4560,0,0,0,0,1,1,0,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1
94428,201208,1,Rang_ingreso_06,Lima,30.0,5.0,0,Rango_SDO_11,168160,168540,168860,169220,169560,169960,1,1,1,1,1,1,Rango_04,0,5,10,4,3,11,9,5,3,5,4,1,1,11,13,20,14,8,11,1,1,1,1,1,1,1,1,1,1,1,1
57099,201208,1,Rang_ingreso_01,Provincia,48.0,0.0,1,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21659,201208,1,Rang_ingreso_02,Provincia,39.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,1,1,1,1,1,1
78670,201208,1,Rang_ingreso_06,Lima,27.0,6.0,0,Rango_SDO_09,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,10,10,6,10,9,11,0,2,3,0,0,1,5,12,10,16,12,10,3,3,3,3,3,3,1,1,1,1,1,1
72072,201208,1,Rang_ingreso_04,Provincia,39.0,0.0,0,Cero,0,0,0,0,0,0,1,1,1,1,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,1,1,0,1,1,1
3914,201208,0,,Lima,22.0,0.0,0,Rango_SDO_07,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,3,2,1,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45460,201208,1,Rang_ingreso_01,Lima,22.0,4.0,0,Rango_SDO_01,12690,13530,14280,15250,15470,15970,1,1,1,1,1,1,Rango_05,0,0,0,0,0,0,0,0,0,0,0,1,2,13,3,8,8,7,2,1,1,1,1,1,1,0,0,0,0,0,0
81570,201208,1,Rang_ingreso_01,Provincia,43.0,1.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,10,10,15,16,12,18,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,4,4,4,0,1,1,1,1,1
72918,201208,1,Rang_ingreso_01,Provincia,37.0,,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
19963,201208,0,Rang_ingreso_02,Provincia,27.0,0.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45160,201208,1,Rang_ingreso_02,Provincia,30.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
25732,201208,0,,Lima,23.0,0.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,6,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56421,201208,1,Rang_ingreso_09,Lima,34.0,10.0,0,Rango_SDO_13,47420,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,0,1,0,1,1,0,13,10,7,13,13,10,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
63464,201208,1,Rang_ingreso_05,Lima,40.0,10.0,1,Rango_SDO_01,27480,29690,32120,35500,35190,35660,0,1,1,1,1,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,4,2,2,1,1,1,1,0,0,1
28515,201208,1,Rang_ingreso_08,Lima,32.0,9.0,0,Rango_SDO_07,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,1,0,0,0,4,0,3,0,0,12,3,8,3,4,2,9,12,10,5,5,5,5,4,4,1,1,1,1,1,1
23002,201208,1,Rang_ingreso_03,Lima,23.0,1.0,0,Rango_SDO_01,1680,850,0,0,0,0,1,1,1,1,0,0,Rango_03,0,5,1,4,0,0,0,7,13,11,17,10,16,0,9,4,7,17,19,2,1,1,0,0,0,1,0,0,0,0,0
28648,201208,0,,,,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32508,201208,1,Rang_ingreso_06,Provincia,30.0,6.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,1,0,0,0,0,0,4,2,3,7,5,13,2,2,1,1,1,1,1,1,1,1,1,1
3798,201208,1,Rang_ingreso_07,Provincia,30.0,6.0,0,Rango_SDO_13,60,0,0,0,0,0,0,0,0,0,0,0,Rango_03,0,9,5,8,10,4,5,0,0,0,0,0,0,10,17,18,15,15,16,6,6,6,6,6,5,1,0,0,1,1,1
9867,201208,1,Rang_ingreso_01,Lima,80.0,0.0,0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
68305,201208,1,,Lima,25.0,2.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,3,5,1,7,0,0,7,4,0,0,0,0,5,11,4,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0
96333,201208,1,Rang_ingreso_04,Provincia,34.0,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
29438,201208,1,,Lima,27.0,5.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58940,201208,1,Rang_ingreso_09,Provincia,25.0,3.0,0,Rango_SDO_13,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,1,1,1,1,1,0,14,11,10,9,11,12,5,4,5,6,5,5,5,5,5,5,5,5,1,1,1,1,1,1
45694,201208,1,Rang_ingreso_02,Lima,23.0,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,1,0,0,0,0,0,0,0,0,0,7,8,7,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
561,201208,1,Rang_ingreso_06,Lima,28.0,8.0,0,Rango_SDO_10,18650,3290,6410,7540,3690,3120,1,1,1,1,1,1,Rango_05,1,5,4,6,9,10,9,5,11,8,9,7,5,9,14,9,8,16,11,3,3,3,3,3,2,1,1,1,1,1,1
6508,201208,1,Rang_ingreso_04,,,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18055,201208,0,Rang_ingreso_02,Lima,33.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56956,201208,1,,Provincia,33.0,0.0,1,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
95218,201208,1,,Provincia,35.0,0.0,1,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77724,201208,1,Rang_ingreso_01,Lima,30.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,2,7,0,0,0,0,0,0,0,0,0,0,13,15,4,0,0,0,4,3,3,3,3,3,1,1,1,1,1,1
16510,201208,1,Rang_ingreso_01,Lima,34.0,0.0,0,Cero,0,0,0,0,0,0,1,1,1,0,0,0,Rango_02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3,3,2,2,2,0,1,1,1,0,1
48100,201208,1,,Lima,23.0,3.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,1,7,2,3,4,2,0,0,0,0,1,0,3,2,1,3,4,1,1,1,1,1,1,1,1,1,1,1,0
75415,201208,1,,Provincia,30.0,0.0,0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4395,201208,0,Rang_ingreso_03,Lima,28.0,6.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,26,23,13,16,14,13,0,0,0,0,0,0,0,0,0,0,0,0
1213,201208,1,Rang_ingreso_04,Lima,29.0,5.0,0,Rango_SDO_02,940,1060,1440,1950,1930,2050,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,6,10,13,6,11,5,2,2,4,4,4,4,0,0,1,1,1,1
48648,201208,1,Rang_ingreso_01,Lima,25.0,5.0,0,Cero,110,420,860,1020,1190,1460,1,1,1,1,1,1,Rango_02,0,0,2,0,1,0,1,2,3,2,6,3,3,2,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
39050,201208,1,Rang_ingreso_03,Provincia,38.0,0.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,2,2,3,3,1,1,1,1,1,1
33118,201208,1,Rang_ingreso_01,Provincia,44.0,0.0,0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,3,3,3,3,1,1,1,1,1,1
52686,201208,1,,Lima,31.0,4.0,0,Rango_SDO_08,0,0,0,0,0,0,1,0,0,0,0,0,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,11,13,8,31,2,1,1,1,1,0,1,1,1,0,0,0
83732,201208,1,Rang_ingreso_04,Lima,25.0,0.0,0,Cero,0,0,0,0,0,0,1,1,1,1,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,1,1,1,1
13859,201208,0,Rang_ingreso_01,Provincia,39.0,5.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
15923,201208,1,Rang_ingreso_02,Lima,30.0,6.0,0,Rango_SDO_01,0,0,0,0,140,0,0,0,0,0,0,0,Rango_02,1,1,0,0,0,0,0,0,0,0,0,0,0,8,20,13,5,15,16,3,3,3,3,3,2,1,1,1,1,1,1
36717,201208,1,Rang_ingreso_01,Lima,29.0,0.0,1,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,1,0,0,0,0,0,0,5,0,0,0,0,0,12,13,0,0,0,0,2,2,2,2,2,2,0,0,0,1,1,1
61303,201208,1,Rang_ingreso_02,Lima,33.0,0.0,1,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,2,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
20455,201208,1,Rang_ingreso_01,Lima,40.0,5.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,3,0,4,3,3,3,3,3,3,0,0,0,1,1,1
70066,201208,1,Rang_ingreso_03,Lima,21.0,2.0,0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,0,0,0,0,0,0,10,13,14,10,17,19,10,11,10,9,17,9,1,1,1,1,1,1,0,0,0,0,0,0
64342,201208,1,Rang_ingreso_01,Provincia,43.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,6,6,7,6,6,1,1,1,1,1,1
31981,201208,1,Rang_ingreso_03,Lima,28.0,0.0,1,Cero,0,0,0,0,0,0,1,1,1,1,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,5,3,2,2,1,1,1,1,1,1
50062,201208,1,Rang_ingreso_01,Lima,24.0,4.0,0,Rango_SDO_13,1710,180,520,810,1220,1230,1,1,1,1,1,1,Rango_04,0,3,7,8,6,4,5,14,20,15,21,18,23,11,22,19,16,13,18,2,2,2,2,2,2,1,1,1,1,0,0
36864,201208,1,Rang_ingreso_02,Lima,26.0,1.0,0,Rango_SDO_11,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,5,6,6,6,1,1,1,1,1,1
58277,201208,1,Rang_ingreso_04,Provincia,41.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89729,201208,1,Rang_ingreso_01,Lima,23.0,0.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,2,0,0,0,12,18,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
73439,201208,1,Rang_ingreso_02,,,0.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,0,0,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80782,201208,1,Rang_ingreso_02,Lima,29.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
75222,201208,0,Rang_ingreso_01,Lima,61.0,0.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46393,201208,1,Rang_ingreso_01,,46.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,0,0,0,0,Rango_03,1,4,1,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,4,3,3,1,1,1,1,1,1,1,1,1
40351,201208,1,Rang_ingreso_01,Provincia,39.0,0.0,1,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
48381,201208,1,Rang_ingreso_06,Lima,30.0,7.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,0,0,0,0,1,0,3,5,5,7,5,2,6,1,8,5,4,6,11,2,2,2,2,2,2,1,1,1,1,1,1
